OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
1334,24009860101,1116,2.178863,38.7,8.953606,5.4,28.143645,1.4,52.105949,0,-999,6.6,28.553007,110000,11.798287,1.3,60.790274,10.1,27.084775,9.6,60.157042,5.9,51.517181,13.1,61.718369,6.4,77.887538,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860101.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860101.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860101.xlsx
1335,24009860702,1118,4.186808,17.3,20.731943,3.3,49.737497,0.9,74.299223,0.4,121.580547,10.6,26.380685,66458,9.078568,13.5,25.667004,6.6,28.553007,17,47.559449,16,33.81459,22.6,45.727197,20,45.288754,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860702.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860702.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860702.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860702.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860702.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860702.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860702.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860702.xlsx
1336,24009860703,1286,4.396186,18.7,17.554411,2.3,42.288886,0.4,75.987842,0.3,81.053698,3,48.632219,75808,7.480905,18.1,22.838335,10.3,23.017676,8.9,49.178648,4.3,48.066728,7,60.790274,5.4,83.30519,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860703.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860703.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860703.xlsx
1337,24009860402,1174,5.43695,30.6,14.303594,3.9,57.672824,2.3,52.861107,0.4,91.18541,9.3,23.531719,90474,8.644778,10.8,29.269391,5.3,32.115616,9.2,57.486454,6.9,43.169904,13.8,61.671292,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860402.xlsx
1338,24009861004,2359,4.277739,18.6,15.687813,3.6,32.083755,1.5,48.632219,1.1,66.316662,6,29.381966,86719,13.317654,15.3,23.839323,8.9,21.17414,6.3,62.720124,6,52.684904,11,61.342912,3.7,90.36392,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009861004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009861004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009861004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009861004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009861004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009861004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009861004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009861004.xlsx
1339,24009861003,2479,3.433093,26.1,12.344385,1.6,68.389058,0,-999,0,-999,6.9,35.240738,88411,3.871804,7.4,33.681098,10.3,31.870629,4.3,70.686365,2.1,63.685048,3.7,78.863058,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009861003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009861003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009861003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009861003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009861003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009861003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009861003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009861003.xlsx
1340,24027601201,2888,3.409981,46.5,8.10537,6.3,26.052974,1.5,40.526849,0.5,85.106383,4.4,34.539928,86302,9.922039,6.2,31.375625,5.6,33.651759,2.5,68.085106,3.2,30.395137,2.5,58.358663,5.1,71.517969,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027601201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027601201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027601201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027601201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027601201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027601201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027601201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027601201.xlsx
1341,24027602302,2389,3.333414,65.6,5.467418,19.6,10.545252,7.3,24.149561,1.4,69.474598,7.7,32.368847,113911,6.677746,7.5,38.095238,8.3,38.085473,11.7,47.800899,9,38.500507,17.3,44.274997,6.3,87.808173,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602302.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602302.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602302.xlsx
1342,24027602100,2488,2.687673,71.3,3.921953,13.4,10.88781,5.6,22.796353,1.9,38.393857,3.8,28.795393,155781,4.80489,1.6,56.990881,3.8,43.193089,1,79.027356,1.4,47.763786,0.5,85.106383,2,85.106383,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602100.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602100.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602100.xlsx
1343,24027602303,1221,3.534897,77.9,3.823778,26.3,8.552244,11.4,14.930944,0.2,91.18541,1.8,47.281324,159097,7.42985,2.3,52.861107,3,32.421479,1.6,94.984802,0.7,69.474598,0.7,95.527573,3.7,98.578822,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602303.xlsx
1344,24027602306,2065,3.679799,64.7,6.201172,21.5,11.309818,10.9,22.866066,0.3,101.317123,2.3,44.931941,97868,9.538932,1.6,75.987842,2.8,54.27703,4.6,70.040967,4.3,42.411819,4.1,68.203722,2,106.382979,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602306.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602306.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602306.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602306.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602306.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602306.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602306.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602306.xlsx
1345,24027602304,1612,1.131333,74.1,2.953374,18.7,9.102287,4.6,26.430554,0.3,81.053698,2.9,35.635678,141087,4.478471,2.5,63.221884,1.8,43.904086,1.2,91.18541,1.3,51.437924,1,97.264438,4.1,53.376826,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602304.xlsx
1346,24027602600,2762,3.939703,44.4,12.048523,39.3,8.662227,20.8,17.243395,5.4,60.790274,1.6,60.790274,66063,4.865946,9.2,34.35972,20,23.100304,8.4,51.382255,8.3,37.35306,9.3,52.292708,2.7,94.562648,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602600.xlsx
1347,24027602700,1694,3.050279,64.6,4.70513,15.9,12.999178,4.9,24.812357,0.7,60.790274,4.1,26.688413,136346,5.454566,1.1,71.843051,2.3,34.35972,1.5,85.106383,1.8,47.281324,2.1,92.632798,6.2,49.024414,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602700.xlsx
1348,24027602800,2163,2.86667,60.3,5.847157,30.9,10.623543,14.7,15.300953,1.5,93.211753,4.6,31.716664,105964,5.879728,1.8,54.035799,6.9,38.764812,9.9,47.281324,9.1,46.761749,16.9,49.279689,1.8,104.69436,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602800.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602800.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602800.xlsx
1349,24027602900,1744,3.764535,52.6,7.049823,33.6,10.312636,17.7,17.515842,0.5,60.790274,6.9,29.073609,77976,8.33317,4.8,43.059777,13.2,26.710878,10,59.574468,7.5,34.85309,9.4,60.790274,13.2,48.355899,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602900.xlsx
1350,24027602305,1278,2.378336,81,3.077039,13.2,16.579166,4.3,33.929455,0,-999,2.9,39.82811,171250,5.954784,0.2,182.370821,2.1,34.737299,0,-999,0.2,121.580547,0,-999,2.1,89.738023,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027602305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027602305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027602305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027602305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027602305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027602305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027602305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027602305.xlsx
1351,24027605503,2417,3.219344,58.4,6.870134,19.9,18.328726,11.2,22.253582,8.2,28.171102,9,25.667004,82299,17.316944,13.5,24.766408,11.8,17.515842,20.3,35.935137,14.2,29.110835,26,35.538929,2.3,103.07916,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605503.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605503.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605503.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605503.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605503.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605503.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605503.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605503.xlsx
1352,24027605102,2640,3.223727,68.8,5.036403,20.7,11.159567,7.5,21.884498,0.6,60.790274,4.1,29.653792,171958,8.979361,2.4,50.658561,1.8,30.395137,4.4,52.500691,4.3,29.688273,6,47.619048,7.3,78.277886,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605102.xlsx
1353,24027605601,2773,3.354097,62.8,5.227189,13.1,18.097868,4.5,32.421479,0.3,162.107396,6.5,29.927519,75049,11.833404,3.5,50.369084,8.9,32.102729,5,82.674772,7.2,44.748396,12.4,76.478086,12.9,35.343182,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605601.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605601.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605601.xlsx
1354,24027606604,1659,1.795493,58.4,6.453762,19.5,17.145975,6,27.355623,0.8,53.191489,9,39.175954,92371,6.248754,7.4,40.253019,11.8,27.819278,0,-999,1.4,60.790274,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027606604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027606604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027606604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027606604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027606604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027606604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027606604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027606604.xlsx
1355,24027605402,3725,2.676404,67.1,6.52295,14.1,24.574791,8.7,46.116759,5.1,72.709935,7.4,22.180235,82563,7.62796,3,50.658561,6.1,32.886541,14.7,46.316399,7.9,33.857874,16.7,52.053947,4.5,56.737589,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605402.xlsx
1356,24027605502,2235,1.903946,74.8,5.120036,15.8,17.698434,6.5,30.862754,0.3,81.053698,6.5,28.057049,114659,8.458012,5.1,48.870612,1.6,49.392097,12.2,54.810902,7.2,39.68254,17.6,46.283504,4.5,71.597433,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605502.xlsx
1357,24027605401,2335,4.009294,63.5,6.892755,14.1,23.281381,4.9,47.143477,4.1,53.376826,6.2,31.375625,82346,13.326525,3.5,36.474164,6.1,42.85216,14.4,48.125633,8.2,42.256654,16.2,59.664528,1.9,102.383619,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605401.xlsx
1358,24027605602,2767,2.394702,66.1,4.966225,14.8,16.019059,7,24.316109,0.8,60.790274,5.9,25.75859,108185,9.423799,1.7,60.790274,4.7,21.987971,0,-999,2.8,30.395137,0,-999,8.3,43.944776,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027605602.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027605602.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027605602.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027605602.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027605602.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027605602.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027605602.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027605602.xlsx
1359,24027606901,2075,4.804629,31.1,12.509896,14.2,22.261227,8,41.793313,1.7,39.334883,10.1,27.686659,76276,9.154883,10,39.513678,13.6,22.796353,0,-999,3.2,68.389058,0,-999,10.7,88.060677,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24027606901.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24027606901.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24027606901.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24027606901.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24027606901.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24027606901.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24027606901.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24027606901.xlsx
